Number A,Operation,Number B,Solution
13.0,1.0,6.0,19.0
5.0,3.0,15.0,75.0
11.0,1.0,15.0,26.0
15.0,1.0,3.0,18.0
4.0,4.0,18.0,0.2222222222222222
14.0,3.0,19.0,266.0
20.0,1.0,2.0,22.0
8.0,4.0,18.0,0.4444444444444444
8.0,3.0,17.0,136.0
18.0,1.0,3.0,21.0
1.0,4.0,20.0,0.05
13.0,2.0,11.0,2.0
13.0,3.0,8.0,104.0
1.0,2.0,16.0,-15.0
2.0,2.0,19.0,-17.0
17.0,3.0,4.0,68.0
8.0,2.0,3.0,5.0
14.0,4.0,17.0,0.8235294117647058
18.0,1.0,17.0,35.0
8.0,3.0,11.0,88.0
1.0,3.0,19.0,19.0
14.0,4.0,2.0,7.0
6.0,4.0,7.0,0.8571428571428571
2.0,3.0,18.0,36.0
7.0,3.0,8.0,56.0
2.0,3.0,20.0,40.0
3.0,1.0,17.0,20.0
19.0,1.0,12.0,31.0
15.0,1.0,3.0,18.0
20.0,1.0,1.0,21.0
12.0,3.0,6.0,72.0
11.0,3.0,8.0,88.0
13.0,1.0,14.0,27.0
14.0,3.0,18.0,252.0
6.0,3.0,11.0,66.0
18.0,4.0,16.0,1.125
2.0,2.0,14.0,-12.0
13.0,3.0,12.0,156.0
12.0,1.0,12.0,24.0
9.0,3.0,8.0,72.0
17.0,3.0,20.0,340.0
5.0,1.0,9.0,14.0
20.0,2.0,17.0,3.0
14.0,4.0,14.0,1.0
16.0,3.0,15.0,240.0
9.0,1.0,13.0,22.0
5.0,2.0,13.0,-8.0
18.0,4.0,2.0,9.0
12.0,3.0,8.0,96.0
2.0,3.0,5.0,10.0
20.0,3.0,15.0,300.0
8.0,4.0,10.0,0.8
5.0,3.0,16.0,80.0
5.0,4.0,1.0,5.0
13.0,3.0,13.0,169.0
19.0,2.0,8.0,11.0
15.0,3.0,13.0,195.0
16.0,2.0,16.0,0.0
15.0,4.0,3.0,5.0
9.0,4.0,13.0,0.6923076923076923
14.0,1.0,18.0,32.0
18.0,1.0,16.0,34.0
3.0,3.0,9.0,27.0
10.0,3.0,10.0,100.0
8.0,3.0,13.0,104.0
19.0,4.0,10.0,1.9
13.0,4.0,1.0,13.0
20.0,4.0,3.0,6.666666666666667
4.0,4.0,18.0,0.2222222222222222
16.0,4.0,4.0,4.0
20.0,1.0,3.0,23.0
10.0,4.0,9.0,1.1111111111111112
11.0,2.0,11.0,0.0
20.0,2.0,15.0,5.0
14.0,4.0,13.0,1.0769230769230769
14.0,4.0,4.0,3.5
16.0,3.0,9.0,144.0
20.0,4.0,7.0,2.857142857142857
15.0,1.0,8.0,23.0
12.0,3.0,18.0,216.0
5.0,4.0,14.0,0.35714285714285715
14.0,1.0,4.0,18.0
11.0,3.0,10.0,110.0
11.0,2.0,16.0,-5.0
3.0,2.0,1.0,2.0
17.0,1.0,16.0,33.0
11.0,4.0,7.0,1.5714285714285714
10.0,3.0,8.0,80.0
9.0,1.0,5.0,14.0
17.0,2.0,11.0,6.0
11.0,2.0,17.0,-6.0
11.0,2.0,16.0,-5.0
14.0,1.0,19.0,33.0
6.0,4.0,5.0,1.2
9.0,1.0,15.0,24.0
8.0,4.0,7.0,1.1428571428571428
18.0,3.0,9.0,162.0
17.0,2.0,6.0,11.0
5.0,1.0,5.0,10.0
8.0,3.0,16.0,128.0
13.0,3.0,5.0,65.0
11.0,2.0,10.0,1.0
6.0,4.0,6.0,1.0
16.0,1.0,19.0,35.0
6.0,4.0,5.0,1.2
2.0,1.0,13.0,15.0
6.0,3.0,12.0,72.0
15.0,2.0,12.0,3.0
18.0,2.0,17.0,1.0
15.0,2.0,3.0,12.0
7.0,3.0,1.0,7.0
1.0,1.0,20.0,21.0
2.0,2.0,18.0,-16.0
13.0,1.0,7.0,20.0
17.0,2.0,10.0,7.0
10.0,1.0,1.0,11.0
3.0,4.0,1.0,3.0
9.0,1.0,16.0,25.0
11.0,3.0,5.0,55.0
10.0,4.0,10.0,1.0
20.0,4.0,7.0,2.857142857142857
14.0,4.0,4.0,3.5
19.0,2.0,7.0,12.0
8.0,2.0,20.0,-12.0
12.0,2.0,17.0,-5.0
4.0,3.0,5.0,20.0
19.0,2.0,5.0,14.0
18.0,3.0,13.0,234.0
20.0,3.0,16.0,320.0
9.0,1.0,18.0,27.0
20.0,1.0,17.0,37.0
18.0,4.0,5.0,3.6
18.0,1.0,9.0,27.0
9.0,3.0,11.0,99.0
15.0,2.0,5.0,10.0
8.0,3.0,7.0,56.0
11.0,2.0,2.0,9.0
2.0,1.0,20.0,22.0
11.0,4.0,12.0,0.9166666666666666
20.0,1.0,18.0,38.0
10.0,1.0,17.0,27.0
14.0,2.0,14.0,0.0
9.0,1.0,11.0,20.0
5.0,4.0,18.0,0.2777777777777778
16.0,4.0,16.0,1.0
17.0,4.0,15.0,1.1333333333333333
8.0,3.0,8.0,64.0
7.0,1.0,17.0,24.0
20.0,4.0,2.0,10.0
1.0,4.0,12.0,0.08333333333333333
11.0,3.0,10.0,110.0
4.0,4.0,9.0,0.4444444444444444
20.0,1.0,7.0,27.0
10.0,3.0,17.0,170.0
11.0,2.0,7.0,4.0
1.0,4.0,13.0,0.07692307692307693
10.0,2.0,7.0,3.0
15.0,3.0,5.0,75.0
15.0,4.0,10.0,1.5
10.0,4.0,12.0,0.8333333333333334
1.0,2.0,19.0,-18.0
5.0,3.0,19.0,95.0
18.0,3.0,1.0,18.0
2.0,3.0,2.0,4.0
2.0,2.0,16.0,-14.0
15.0,1.0,4.0,19.0
17.0,2.0,11.0,6.0
6.0,3.0,7.0,42.0
4.0,3.0,13.0,52.0
11.0,3.0,13.0,143.0
15.0,1.0,6.0,21.0
17.0,4.0,20.0,0.85
16.0,1.0,13.0,29.0
6.0,1.0,1.0,7.0
6.0,1.0,2.0,8.0
4.0,2.0,11.0,-7.0
6.0,1.0,10.0,16.0
7.0,4.0,2.0,3.5
7.0,3.0,1.0,7.0
12.0,2.0,14.0,-2.0
15.0,1.0,10.0,25.0
5.0,2.0,7.0,-2.0
10.0,1.0,19.0,29.0
17.0,4.0,3.0,5.666666666666667
14.0,4.0,16.0,0.875
15.0,3.0,12.0,180.0
7.0,3.0,19.0,133.0
5.0,3.0,2.0,10.0
7.0,1.0,13.0,20.0
1.0,1.0,4.0,5.0
16.0,1.0,15.0,31.0
1.0,2.0,10.0,-9.0
10.0,2.0,3.0,7.0
10.0,1.0,17.0,27.0
19.0,2.0,15.0,4.0
18.0,4.0,6.0,3.0
11.0,3.0,18.0,198.0
12.0,1.0,12.0,24.0
3.0,2.0,7.0,-4.0
9.0,2.0,18.0,-9.0
4.0,2.0,7.0,-3.0
20.0,1.0,3.0,23.0
4.0,3.0,14.0,56.0
11.0,2.0,1.0,10.0
3.0,4.0,16.0,0.1875
12.0,3.0,14.0,168.0
5.0,2.0,2.0,3.0
9.0,3.0,11.0,99.0
7.0,2.0,17.0,-10.0
12.0,2.0,13.0,-1.0
7.0,4.0,3.0,2.3333333333333335
4.0,1.0,1.0,5.0
9.0,3.0,19.0,171.0
19.0,1.0,8.0,27.0
5.0,1.0,8.0,13.0
3.0,4.0,11.0,0.2727272727272727
6.0,2.0,4.0,2.0
17.0,1.0,6.0,23.0
1.0,1.0,18.0,19.0
15.0,4.0,6.0,2.5
15.0,2.0,12.0,3.0
3.0,4.0,20.0,0.15
14.0,4.0,12.0,1.1666666666666667
6.0,2.0,15.0,-9.0
13.0,1.0,4.0,17.0
19.0,1.0,2.0,21.0
1.0,2.0,5.0,-4.0
6.0,1.0,18.0,24.0
20.0,1.0,20.0,40.0
20.0,4.0,19.0,1.0526315789473684
9.0,2.0,9.0,0.0
14.0,2.0,4.0,10.0
4.0,1.0,3.0,7.0
15.0,2.0,10.0,5.0
7.0,4.0,2.0,3.5
15.0,3.0,14.0,210.0
8.0,4.0,1.0,8.0
19.0,1.0,10.0,29.0
9.0,2.0,3.0,6.0
7.0,3.0,13.0,91.0
13.0,1.0,16.0,29.0
15.0,4.0,9.0,1.6666666666666667
18.0,1.0,13.0,31.0
19.0,4.0,14.0,1.3571428571428572
17.0,1.0,20.0,37.0
4.0,4.0,9.0,0.4444444444444444
16.0,3.0,13.0,208.0
17.0,3.0,17.0,289.0
20.0,4.0,13.0,1.5384615384615385
12.0,2.0,9.0,3.0
15.0,2.0,19.0,-4.0
20.0,4.0,4.0,5.0
11.0,4.0,11.0,1.0
3.0,1.0,10.0,13.0
17.0,4.0,17.0,1.0
4.0,1.0,8.0,12.0
1.0,3.0,6.0,6.0
11.0,4.0,8.0,1.375
8.0,1.0,11.0,19.0
12.0,3.0,13.0,156.0
18.0,1.0,8.0,26.0
3.0,2.0,17.0,-14.0
3.0,1.0,5.0,8.0
5.0,2.0,10.0,-5.0
2.0,4.0,18.0,0.1111111111111111
15.0,4.0,8.0,1.875
7.0,3.0,6.0,42.0
3.0,3.0,6.0,18.0
18.0,4.0,11.0,1.6363636363636365
6.0,3.0,18.0,108.0
13.0,3.0,3.0,39.0
9.0,2.0,3.0,6.0
14.0,1.0,5.0,19.0
14.0,1.0,1.0,15.0
6.0,1.0,5.0,11.0
13.0,1.0,1.0,14.0
4.0,1.0,4.0,8.0
20.0,4.0,13.0,1.5384615384615385
18.0,1.0,5.0,23.0
2.0,4.0,17.0,0.11764705882352941
8.0,4.0,11.0,0.7272727272727273
3.0,3.0,17.0,51.0
13.0,4.0,2.0,6.5
20.0,2.0,20.0,0.0
10.0,2.0,8.0,2.0
3.0,1.0,4.0,7.0
10.0,4.0,3.0,3.3333333333333335
5.0,4.0,8.0,0.625
15.0,3.0,8.0,120.0
3.0,1.0,5.0,8.0
14.0,1.0,8.0,22.0
20.0,3.0,18.0,360.0
11.0,2.0,9.0,2.0
6.0,4.0,13.0,0.46153846153846156
10.0,4.0,3.0,3.3333333333333335
6.0,2.0,10.0,-4.0
13.0,2.0,15.0,-2.0
4.0,4.0,11.0,0.36363636363636365
5.0,4.0,6.0,0.8333333333333334
7.0,4.0,12.0,0.5833333333333334
10.0,4.0,7.0,1.4285714285714286
9.0,3.0,16.0,144.0
18.0,4.0,3.0,6.0
17.0,3.0,4.0,68.0
10.0,1.0,15.0,25.0
6.0,4.0,12.0,0.5
7.0,2.0,4.0,3.0
19.0,3.0,6.0,114.0
1.0,1.0,12.0,13.0
4.0,1.0,3.0,7.0
5.0,4.0,10.0,0.5
9.0,3.0,1.0,9.0
9.0,2.0,13.0,-4.0
15.0,1.0,17.0,32.0
14.0,1.0,10.0,24.0
19.0,2.0,15.0,4.0
2.0,2.0,9.0,-7.0
1.0,4.0,20.0,0.05
20.0,3.0,4.0,80.0
18.0,4.0,6.0,3.0
12.0,2.0,3.0,9.0
3.0,4.0,13.0,0.23076923076923078
8.0,2.0,8.0,0.0
8.0,3.0,1.0,8.0
9.0,3.0,3.0,27.0
5.0,3.0,12.0,60.0
8.0,3.0,20.0,160.0
1.0,1.0,20.0,21.0
13.0,4.0,12.0,1.0833333333333333
6.0,4.0,17.0,0.35294117647058826
3.0,3.0,14.0,42.0
20.0,4.0,10.0,2.0
14.0,3.0,8.0,112.0
2.0,1.0,18.0,20.0
17.0,2.0,5.0,12.0
16.0,2.0,12.0,4.0
6.0,4.0,4.0,1.5
16.0,2.0,14.0,2.0
6.0,4.0,10.0,0.6
5.0,3.0,5.0,25.0
18.0,3.0,2.0,36.0
16.0,1.0,8.0,24.0
11.0,4.0,11.0,1.0
1.0,3.0,18.0,18.0
1.0,3.0,13.0,13.0
6.0,2.0,14.0,-8.0
14.0,1.0,7.0,21.0
19.0,2.0,4.0,15.0
18.0,4.0,4.0,4.5
7.0,1.0,8.0,15.0
8.0,4.0,5.0,1.6
4.0,4.0,13.0,0.3076923076923077
6.0,3.0,15.0,90.0
2.0,2.0,16.0,-14.0
17.0,4.0,10.0,1.7
1.0,2.0,20.0,-19.0
7.0,4.0,6.0,1.1666666666666667
20.0,4.0,19.0,1.0526315789473684
5.0,3.0,11.0,55.0
4.0,4.0,8.0,0.5
11.0,2.0,11.0,0.0
14.0,4.0,13.0,1.0769230769230769
5.0,3.0,9.0,45.0
19.0,3.0,5.0,95.0
4.0,2.0,8.0,-4.0
8.0,4.0,17.0,0.47058823529411764
16.0,3.0,10.0,160.0
11.0,3.0,4.0,44.0
14.0,3.0,10.0,140.0
20.0,1.0,9.0,29.0
2.0,2.0,12.0,-10.0
2.0,4.0,15.0,0.13333333333333333
15.0,4.0,5.0,3.0
10.0,2.0,7.0,3.0
9.0,1.0,10.0,19.0
20.0,4.0,11.0,1.8181818181818181
1.0,4.0,3.0,0.3333333333333333
1.0,4.0,15.0,0.06666666666666667
14.0,4.0,5.0,2.8
8.0,3.0,19.0,152.0
19.0,2.0,1.0,18.0
16.0,1.0,11.0,27.0
11.0,1.0,14.0,25.0
9.0,2.0,4.0,5.0
12.0,4.0,2.0,6.0
10.0,2.0,16.0,-6.0
9.0,1.0,7.0,16.0
1.0,2.0,8.0,-7.0
5.0,4.0,5.0,1.0
1.0,1.0,3.0,4.0
7.0,4.0,3.0,2.3333333333333335
15.0,1.0,3.0,18.0
5.0,4.0,8.0,0.625
16.0,2.0,17.0,-1.0
9.0,4.0,1.0,9.0
18.0,2.0,10.0,8.0
14.0,1.0,2.0,16.0
1.0,4.0,2.0,0.5
12.0,4.0,14.0,0.8571428571428571
3.0,4.0,10.0,0.3
18.0,2.0,4.0,14.0
16.0,2.0,16.0,0.0
15.0,3.0,13.0,195.0
7.0,2.0,11.0,-4.0
6.0,1.0,11.0,17.0
9.0,2.0,16.0,-7.0
16.0,3.0,14.0,224.0
17.0,1.0,4.0,21.0
9.0,2.0,9.0,0.0
15.0,2.0,18.0,-3.0
19.0,3.0,8.0,152.0
8.0,3.0,20.0,160.0
3.0,4.0,10.0,0.3
17.0,3.0,5.0,85.0
19.0,3.0,18.0,342.0
20.0,4.0,2.0,10.0
6.0,1.0,11.0,17.0
13.0,2.0,5.0,8.0
11.0,1.0,13.0,24.0
15.0,1.0,15.0,30.0
11.0,4.0,2.0,5.5
7.0,1.0,15.0,22.0
9.0,2.0,18.0,-9.0
8.0,1.0,18.0,26.0
5.0,1.0,7.0,12.0
18.0,2.0,14.0,4.0
11.0,3.0,5.0,55.0
19.0,1.0,5.0,24.0
14.0,1.0,3.0,17.0
5.0,3.0,4.0,20.0
3.0,1.0,19.0,22.0
16.0,3.0,19.0,304.0
19.0,1.0,15.0,34.0
13.0,1.0,9.0,22.0
14.0,2.0,4.0,10.0
2.0,1.0,13.0,15.0
19.0,4.0,13.0,1.4615384615384615
8.0,4.0,3.0,2.6666666666666665
16.0,4.0,13.0,1.2307692307692308
5.0,4.0,9.0,0.5555555555555556
16.0,1.0,9.0,25.0
6.0,2.0,2.0,4.0
16.0,1.0,19.0,35.0
5.0,3.0,20.0,100.0
16.0,4.0,2.0,8.0
14.0,1.0,18.0,32.0
6.0,4.0,6.0,1.0
6.0,2.0,4.0,2.0
8.0,4.0,3.0,2.6666666666666665
6.0,3.0,7.0,42.0
4.0,1.0,11.0,15.0
19.0,2.0,8.0,11.0
7.0,4.0,2.0,3.5
10.0,4.0,12.0,0.8333333333333334
7.0,3.0,18.0,126.0
11.0,2.0,2.0,9.0
3.0,4.0,9.0,0.3333333333333333
4.0,3.0,19.0,76.0
12.0,2.0,19.0,-7.0
12.0,1.0,10.0,22.0
1.0,3.0,1.0,1.0
12.0,2.0,20.0,-8.0
10.0,2.0,5.0,5.0
8.0,2.0,3.0,5.0
18.0,3.0,19.0,342.0
16.0,2.0,17.0,-1.0
14.0,2.0,15.0,-1.0
8.0,4.0,9.0,0.8888888888888888
15.0,2.0,13.0,2.0
11.0,4.0,3.0,3.6666666666666665
3.0,4.0,16.0,0.1875
6.0,1.0,14.0,20.0
1.0,4.0,17.0,0.058823529411764705
4.0,3.0,6.0,24.0
11.0,1.0,11.0,22.0
10.0,1.0,14.0,24.0
9.0,2.0,5.0,4.0
3.0,1.0,3.0,6.0
20.0,4.0,19.0,1.0526315789473684
12.0,3.0,9.0,108.0
20.0,1.0,2.0,22.0
11.0,3.0,5.0,55.0
5.0,1.0,17.0,22.0
2.0,4.0,14.0,0.14285714285714285
10.0,1.0,4.0,14.0
17.0,1.0,4.0,21.0
4.0,4.0,10.0,0.4
1.0,4.0,7.0,0.14285714285714285
19.0,2.0,9.0,10.0
17.0,2.0,3.0,14.0
8.0,4.0,1.0,8.0
13.0,4.0,5.0,2.6
9.0,2.0,1.0,8.0
13.0,4.0,12.0,1.0833333333333333
10.0,3.0,18.0,180.0
10.0,1.0,1.0,11.0
2.0,4.0,11.0,0.18181818181818182
9.0,1.0,8.0,17.0
10.0,3.0,3.0,30.0
12.0,4.0,18.0,0.6666666666666666
8.0,4.0,3.0,2.6666666666666665
7.0,1.0,1.0,8.0
2.0,3.0,5.0,10.0
4.0,2.0,8.0,-4.0
9.0,1.0,9.0,18.0
12.0,2.0,3.0,9.0
20.0,1.0,18.0,38.0
9.0,4.0,16.0,0.5625
7.0,1.0,4.0,11.0
11.0,3.0,4.0,44.0
2.0,4.0,3.0,0.6666666666666666
18.0,4.0,20.0,0.9
4.0,1.0,20.0,24.0
2.0,1.0,8.0,10.0
8.0,2.0,12.0,-4.0
4.0,3.0,19.0,76.0
15.0,2.0,15.0,0.0
16.0,1.0,9.0,25.0
3.0,1.0,20.0,23.0
8.0,4.0,11.0,0.7272727272727273
16.0,4.0,7.0,2.2857142857142856
5.0,1.0,5.0,10.0
16.0,1.0,12.0,28.0
14.0,2.0,14.0,0.0
14.0,4.0,13.0,1.0769230769230769
6.0,3.0,10.0,60.0
16.0,3.0,6.0,96.0
10.0,3.0,17.0,170.0
17.0,1.0,13.0,30.0
5.0,1.0,10.0,15.0
13.0,1.0,15.0,28.0
5.0,3.0,5.0,25.0
16.0,3.0,14.0,224.0
9.0,3.0,9.0,81.0
14.0,1.0,15.0,29.0
7.0,3.0,13.0,91.0
16.0,4.0,4.0,4.0
20.0,2.0,11.0,9.0
3.0,3.0,5.0,15.0
16.0,2.0,15.0,1.0
14.0,1.0,18.0,32.0
5.0,3.0,5.0,25.0
2.0,1.0,10.0,12.0
11.0,2.0,6.0,5.0
4.0,1.0,13.0,17.0
13.0,2.0,13.0,0.0
5.0,2.0,8.0,-3.0
7.0,2.0,10.0,-3.0
16.0,1.0,4.0,20.0
11.0,1.0,10.0,21.0
16.0,1.0,13.0,29.0
13.0,2.0,3.0,10.0
17.0,4.0,17.0,1.0
5.0,2.0,15.0,-10.0
5.0,2.0,7.0,-2.0
16.0,4.0,8.0,2.0
13.0,1.0,3.0,16.0
16.0,4.0,13.0,1.2307692307692308
10.0,4.0,11.0,0.9090909090909091
11.0,4.0,6.0,1.8333333333333333
13.0,4.0,8.0,1.625
13.0,3.0,4.0,52.0
7.0,2.0,18.0,-11.0
12.0,4.0,14.0,0.8571428571428571
6.0,2.0,6.0,0.0
13.0,4.0,7.0,1.8571428571428572
11.0,1.0,10.0,21.0
3.0,3.0,14.0,42.0
18.0,1.0,3.0,21.0
20.0,3.0,2.0,40.0
7.0,2.0,3.0,4.0
17.0,2.0,11.0,6.0
15.0,4.0,3.0,5.0
5.0,2.0,13.0,-8.0
11.0,3.0,3.0,33.0
16.0,3.0,16.0,256.0
20.0,2.0,2.0,18.0
5.0,3.0,6.0,30.0
7.0,3.0,7.0,49.0
2.0,4.0,18.0,0.1111111111111111
16.0,2.0,19.0,-3.0
17.0,1.0,2.0,19.0
15.0,2.0,9.0,6.0
8.0,1.0,3.0,11.0
18.0,3.0,13.0,234.0
4.0,3.0,4.0,16.0
19.0,2.0,19.0,0.0
17.0,1.0,3.0,20.0
9.0,1.0,10.0,19.0
3.0,4.0,12.0,0.25
9.0,1.0,20.0,29.0
8.0,4.0,4.0,2.0
17.0,2.0,12.0,5.0
9.0,3.0,4.0,36.0
12.0,1.0,12.0,24.0
10.0,4.0,5.0,2.0
9.0,4.0,11.0,0.8181818181818182
6.0,1.0,3.0,9.0
12.0,1.0,4.0,16.0
1.0,4.0,10.0,0.1
8.0,2.0,13.0,-5.0
4.0,1.0,9.0,13.0
19.0,1.0,1.0,20.0
7.0,1.0,6.0,13.0
16.0,4.0,20.0,0.8
3.0,4.0,11.0,0.2727272727272727
9.0,3.0,14.0,126.0
1.0,1.0,17.0,18.0
14.0,4.0,1.0,14.0
15.0,3.0,18.0,270.0
20.0,1.0,8.0,28.0
13.0,1.0,4.0,17.0
18.0,2.0,20.0,-2.0
1.0,1.0,2.0,3.0
17.0,1.0,16.0,33.0
15.0,4.0,14.0,1.0714285714285714
6.0,4.0,11.0,0.5454545454545454
7.0,1.0,13.0,20.0
2.0,4.0,17.0,0.11764705882352941
13.0,2.0,16.0,-3.0
9.0,1.0,11.0,20.0
1.0,1.0,17.0,18.0
12.0,1.0,1.0,13.0
14.0,3.0,19.0,266.0
7.0,1.0,12.0,19.0
12.0,4.0,19.0,0.631578947368421
8.0,3.0,2.0,16.0
2.0,4.0,4.0,0.5
17.0,3.0,2.0,34.0
4.0,3.0,11.0,44.0
10.0,4.0,20.0,0.5
6.0,2.0,17.0,-11.0
8.0,4.0,9.0,0.8888888888888888
4.0,3.0,16.0,64.0
11.0,2.0,13.0,-2.0
8.0,3.0,7.0,56.0
19.0,4.0,4.0,4.75
17.0,2.0,13.0,4.0
1.0,4.0,3.0,0.3333333333333333
5.0,4.0,15.0,0.3333333333333333
5.0,2.0,11.0,-6.0
18.0,1.0,20.0,38.0
2.0,1.0,18.0,20.0
20.0,4.0,11.0,1.8181818181818181
10.0,2.0,6.0,4.0
14.0,3.0,11.0,154.0
12.0,1.0,11.0,23.0
4.0,3.0,15.0,60.0
17.0,4.0,11.0,1.5454545454545454
8.0,2.0,9.0,-1.0
11.0,1.0,3.0,14.0
17.0,4.0,7.0,2.4285714285714284
5.0,2.0,8.0,-3.0
6.0,1.0,20.0,26.0
11.0,2.0,11.0,0.0
15.0,4.0,12.0,1.25
13.0,1.0,17.0,30.0
4.0,3.0,15.0,60.0
14.0,3.0,8.0,112.0
14.0,1.0,8.0,22.0
5.0,3.0,12.0,60.0
10.0,2.0,5.0,5.0
15.0,1.0,18.0,33.0
13.0,2.0,9.0,4.0
15.0,1.0,5.0,20.0
12.0,1.0,1.0,13.0
13.0,2.0,20.0,-7.0
12.0,3.0,4.0,48.0
10.0,4.0,6.0,1.6666666666666667
1.0,2.0,7.0,-6.0
12.0,3.0,12.0,144.0
18.0,3.0,4.0,72.0
14.0,1.0,19.0,33.0
17.0,2.0,13.0,4.0
13.0,2.0,19.0,-6.0
8.0,3.0,17.0,136.0
7.0,2.0,9.0,-2.0
9.0,4.0,4.0,2.25
4.0,4.0,5.0,0.8
11.0,1.0,19.0,30.0
2.0,4.0,8.0,0.25
4.0,4.0,9.0,0.4444444444444444
17.0,2.0,19.0,-2.0
15.0,3.0,19.0,285.0
10.0,1.0,11.0,21.0
13.0,2.0,11.0,2.0
9.0,3.0,10.0,90.0
11.0,3.0,8.0,88.0
11.0,4.0,3.0,3.6666666666666665
14.0,4.0,12.0,1.1666666666666667
17.0,1.0,5.0,22.0
3.0,4.0,5.0,0.6
19.0,2.0,3.0,16.0
19.0,1.0,7.0,26.0
7.0,1.0,10.0,17.0
15.0,4.0,16.0,0.9375
7.0,1.0,9.0,16.0
4.0,2.0,14.0,-10.0
4.0,1.0,3.0,7.0
1.0,3.0,18.0,18.0
19.0,4.0,5.0,3.8
2.0,2.0,10.0,-8.0
16.0,4.0,7.0,2.2857142857142856
4.0,1.0,5.0,9.0
5.0,3.0,2.0,10.0
12.0,1.0,16.0,28.0
20.0,2.0,10.0,10.0
2.0,1.0,9.0,11.0
14.0,3.0,7.0,98.0
12.0,2.0,6.0,6.0
14.0,2.0,9.0,5.0
10.0,4.0,8.0,1.25
6.0,3.0,7.0,42.0
4.0,4.0,17.0,0.23529411764705882
5.0,3.0,16.0,80.0
6.0,3.0,4.0,24.0
7.0,3.0,3.0,21.0
11.0,1.0,5.0,16.0
2.0,3.0,12.0,24.0
14.0,4.0,8.0,1.75
8.0,2.0,19.0,-11.0
19.0,1.0,13.0,32.0
14.0,4.0,12.0,1.1666666666666667
11.0,4.0,18.0,0.6111111111111112
12.0,2.0,4.0,8.0
19.0,3.0,4.0,76.0
1.0,1.0,15.0,16.0
18.0,3.0,1.0,18.0
7.0,3.0,9.0,63.0
6.0,1.0,3.0,9.0
15.0,2.0,18.0,-3.0
19.0,2.0,15.0,4.0
16.0,1.0,2.0,18.0
9.0,4.0,1.0,9.0
20.0,1.0,3.0,23.0
9.0,3.0,2.0,18.0
7.0,2.0,11.0,-4.0
17.0,1.0,7.0,24.0
7.0,2.0,20.0,-13.0
8.0,4.0,18.0,0.4444444444444444
7.0,2.0,1.0,6.0
16.0,3.0,9.0,144.0
12.0,1.0,14.0,26.0
10.0,1.0,4.0,14.0
3.0,4.0,17.0,0.17647058823529413
20.0,2.0,15.0,5.0
16.0,4.0,18.0,0.8888888888888888
13.0,2.0,20.0,-7.0
1.0,4.0,15.0,0.06666666666666667
4.0,3.0,18.0,72.0
10.0,3.0,20.0,200.0
1.0,3.0,6.0,6.0
11.0,2.0,13.0,-2.0
17.0,4.0,7.0,2.4285714285714284
13.0,2.0,4.0,9.0
1.0,3.0,13.0,13.0
19.0,1.0,14.0,33.0
2.0,1.0,20.0,22.0
16.0,1.0,4.0,20.0
11.0,2.0,14.0,-3.0
18.0,4.0,11.0,1.6363636363636365
19.0,1.0,1.0,20.0
9.0,1.0,6.0,15.0
2.0,2.0,5.0,-3.0
20.0,1.0,10.0,30.0
12.0,2.0,2.0,10.0
16.0,1.0,16.0,32.0
11.0,3.0,20.0,220.0
6.0,2.0,5.0,1.0
15.0,2.0,17.0,-2.0
1.0,1.0,19.0,20.0
19.0,3.0,5.0,95.0
11.0,2.0,4.0,7.0
17.0,1.0,7.0,24.0
4.0,4.0,15.0,0.26666666666666666
13.0,2.0,13.0,0.0
17.0,4.0,7.0,2.4285714285714284
12.0,3.0,7.0,84.0
3.0,4.0,14.0,0.21428571428571427
9.0,2.0,5.0,4.0
5.0,1.0,15.0,20.0
12.0,1.0,11.0,23.0
9.0,1.0,14.0,23.0
10.0,2.0,19.0,-9.0
2.0,4.0,19.0,0.10526315789473684
7.0,2.0,5.0,2.0
13.0,2.0,10.0,3.0
8.0,2.0,10.0,-2.0
19.0,1.0,17.0,36.0
12.0,1.0,3.0,15.0
16.0,4.0,17.0,0.9411764705882353
4.0,1.0,15.0,19.0
16.0,4.0,18.0,0.8888888888888888
1.0,1.0,2.0,3.0
9.0,3.0,15.0,135.0
10.0,1.0,1.0,11.0
12.0,1.0,18.0,30.0
10.0,1.0,16.0,26.0
8.0,4.0,5.0,1.6
5.0,4.0,3.0,1.6666666666666667
4.0,3.0,2.0,8.0
6.0,3.0,10.0,60.0
8.0,1.0,12.0,20.0
1.0,2.0,10.0,-9.0
15.0,4.0,12.0,1.25
13.0,3.0,18.0,234.0
7.0,3.0,3.0,21.0
6.0,3.0,1.0,6.0
11.0,4.0,3.0,3.6666666666666665
18.0,4.0,17.0,1.0588235294117647
6.0,1.0,12.0,18.0
4.0,3.0,17.0,68.0
5.0,1.0,9.0,14.0
11.0,4.0,15.0,0.7333333333333333
15.0,1.0,16.0,31.0
2.0,1.0,6.0,8.0
17.0,4.0,16.0,1.0625
17.0,3.0,1.0,17.0
17.0,1.0,3.0,20.0
13.0,4.0,1.0,13.0
9.0,1.0,6.0,15.0
19.0,3.0,12.0,228.0
16.0,2.0,15.0,1.0
8.0,1.0,19.0,27.0
15.0,4.0,5.0,3.0
14.0,1.0,19.0,33.0
13.0,1.0,15.0,28.0
17.0,2.0,15.0,2.0
7.0,4.0,20.0,0.35
15.0,3.0,5.0,75.0
1.0,4.0,1.0,1.0
